id_juego,id_plataforma,id_tiempo,id_rating_critico,global_sales,na_sales,jp_sales,eu_sales,other_sales,id_venta
1415,10,312.0,38.0,0.38,0.21,0.0,0.13,0.04,1820
3276,25,329.0,48.0,0.38,0.11,0.0,0.24,0.04,1821
3277,10,312.0,55.0,0.38,0.2,0.0,0.15,0.04,1822
2390,4,329.0,24.0,0.38,0.25,0.0,0.1,0.03,1823
3278,27,321.0,37.0,0.38,0.17,0.04,0.14,0.03,1824
3280,3,263.0,37.0,0.38,0.07,0.25,0.05,0.02,1825
3282,12,263.0,34.0,0.38,0.27,0.0,0.1,0.01,1826
1543,23,247.0,46.0,0.38,0.3,0.0,0.08,0.01,1827
2868,1,274.0,25.0,0.38,0.14,0.0,0.18,0.07,1828
1153,8,312.0,62.0,0.37,0.1,0.0,0.23,0.04,1829
3290,6,312.0,9.0,0.37,0.0,0.0,0.32,0.05,1830
3294,1,341.0,27.0,0.37,0.16,0.01,0.14,0.06,1831
3296,18,332.0,5.0,0.37,0.0,0.37,0.0,0.0,1832
3299,8,312.0,29.0,0.37,0.11,0.0,0.22,0.04,1833
3301,2,359.0,10.0,0.37,0.08,0.01,0.22,0.06,1834
232,6,341.0,14.0,0.37,0.12,0.0,0.2,0.05,1835
3302,27,298.0,20.0,0.37,0.16,0.0,0.18,0.03,1836
3303,25,271.0,37.0,0.37,0.33,0.0,0.0,0.04,1837
3305,10,312.0,36.0,0.37,0.13,0.0,0.2,0.04,1838
3306,7,247.0,35.0,0.37,0.34,0.0,0.0,0.03,1839
1128,8,312.0,57.0,0.37,0.34,0.0,0.0,0.03,1840
520,7,327.0,27.0,0.37,0.34,0.0,0.0,0.03,1841
3263,8,312.0,36.0,0.37,0.12,0.0,0.21,0.04,1842
2845,4,327.0,51.0,0.37,0.34,0.0,0.0,0.03,1843
3319,3,305.0,50.0,0.37,0.31,0.0,0.01,0.05,1844
2545,23,263.0,16.0,0.37,0.28,0.0,0.07,0.01,1845
3320,10,327.0,22.0,0.37,0.33,0.0,0.01,0.03,1846
3322,27,347.0,46.0,0.37,0.2,0.01,0.13,0.03,1847
3323,10,274.0,26.0,0.37,0.27,0.04,0.03,0.03,1848
3324,23,263.0,56.0,0.37,0.29,0.0,0.07,0.01,1849
2683,7,305.0,49.0,0.37,0.1,0.0,0.17,0.1,1850
3326,10,341.0,19.0,0.37,0.31,0.03,0.0,0.02,1851
3329,25,319.0,5.0,0.37,0.15,0.16,0.05,0.02,1852
3164,4,329.0,38.0,0.37,0.21,0.01,0.12,0.03,1853
3331,8,312.0,19.0,0.37,0.16,0.04,0.13,0.03,1854
2406,4,327.0,5.0,0.37,0.27,0.01,0.07,0.03,1855
3333,8,312.0,27.0,0.37,0.16,0.0,0.17,0.04,1856
3337,8,341.0,37.0,0.37,0.16,0.06,0.12,0.03,1857
3108,7,327.0,21.0,0.37,0.33,0.0,0.0,0.03,1858
2027,7,305.0,72.0,0.37,0.11,0.0,0.16,0.1,1859
3345,4,247.0,36.0,0.37,0.32,0.0,0.02,0.03,1860
571,6,329.0,30.0,0.37,0.14,0.0,0.18,0.05,1861
3348,1,329.0,38.0,0.37,0.15,0.0,0.16,0.05,1862
3349,4,312.0,40.0,0.37,0.17,0.0,0.15,0.04,1863
2164,4,312.0,21.0,0.36,0.21,0.04,0.08,0.03,1864
3362,6,312.0,18.0,0.36,0.0,0.0,0.32,0.04,1865
3364,7,305.0,22.0,0.36,0.32,0.0,0.01,0.03,1866
3366,27,298.0,42.0,0.36,0.2,0.0,0.13,0.03,1867
3369,1,329.0,68.0,0.36,0.21,0.04,0.07,0.04,1868
3373,21,381.0,12.0,0.36,0.0,0.36,0.0,0.0,1869
3374,3,254.0,36.0,0.36,0.18,0.0,0.14,0.05,1870
3376,7,312.0,21.0,0.36,0.21,0.01,0.09,0.05,1871
1858,7,274.0,70.0,0.36,0.07,0.0,0.19,0.1,1872
3380,9,356.0,21.0,0.36,0.06,0.23,0.04,0.02,1873
3386,24,359.0,10.0,0.36,0.29,0.03,0.0,0.03,1874
3393,9,332.0,69.0,0.36,0.2,0.0,0.13,0.02,1875
2167,25,329.0,51.0,0.36,0.28,0.05,0.0,0.02,1876
3398,10,247.0,10.0,0.36,0.3,0.02,0.01,0.03,1877
3399,12,254.0,10.0,0.36,0.26,0.0,0.1,0.01,1878
3405,1,312.0,46.0,0.36,0.13,0.0,0.17,0.06,1879
3407,3,247.0,39.0,0.36,0.18,0.0,0.14,0.05,1880
2367,7,312.0,29.0,0.36,0.24,0.0,0.07,0.05,1881
3410,27,347.0,10.0,0.36,0.15,0.08,0.11,0.02,1882
3417,24,359.0,29.0,0.36,0.18,0.08,0.08,0.03,1883
2833,4,341.0,26.0,0.36,0.24,0.0,0.09,0.03,1884
587,7,329.0,32.0,0.36,0.12,0.0,0.15,0.08,1885
40,27,298.0,31.0,0.36,0.19,0.0,0.14,0.03,1886
3422,3,247.0,47.0,0.36,0.18,0.0,0.14,0.05,1887
2526,23,238.0,28.0,0.36,0.28,0.0,0.07,0.01,1888
14,27,347.0,7.0,0.35,0.22,0.01,0.09,0.03,1889
3294,4,341.0,31.0,0.35,0.23,0.0,0.09,0.03,1890
3425,8,312.0,38.0,0.35,0.33,0.0,0.0,0.03,1891
3426,2,326.0,22.0,0.35,0.09,0.09,0.13,0.04,1892
3429,25,326.0,55.0,0.35,0.13,0.17,0.03,0.02,1893
3433,9,290.0,62.0,0.35,0.2,0.0,0.13,0.02,1894
3434,12,263.0,15.0,0.35,0.25,0.0,0.09,0.01,1895
3435,1,329.0,47.0,0.35,0.11,0.0,0.18,0.06,1896
3438,8,305.0,42.0,0.35,0.32,0.0,0.0,0.02,1897
3439,1,341.0,39.0,0.35,0.18,0.0,0.12,0.05,1898
3440,3,238.0,55.0,0.35,0.17,0.0,0.13,0.04,1899
3441,1,312.0,35.0,0.35,0.14,0.0,0.16,0.06,1900
3449,12,254.0,47.0,0.35,0.25,0.0,0.09,0.01,1901
2319,23,327.0,37.0,0.35,0.27,0.0,0.07,0.01,1902
548,23,327.0,31.0,0.35,0.27,0.0,0.07,0.01,1903
3193,4,274.0,32.0,0.35,0.11,0.0,0.2,0.04,1904
3456,3,263.0,6.0,0.35,0.17,0.0,0.13,0.04,1905
2102,1,312.0,35.0,0.35,0.2,0.0,0.11,0.05,1906
3459,1,341.0,35.0,0.35,0.27,0.0,0.04,0.04,1907
3466,3,300.0,40.0,0.35,0.1,0.15,0.08,0.03,1908
3467,9,300.0,5.0,0.35,0.19,0.0,0.13,0.02,1909
3468,3,327.0,19.0,0.35,0.08,0.19,0.06,0.02,1910
3469,9,300.0,6.0,0.35,0.03,0.28,0.02,0.02,1911
3470,6,329.0,35.0,0.35,0.15,0.0,0.14,0.05,1912
700,23,238.0,12.0,0.35,0.27,0.0,0.07,0.01,1913
3474,3,254.0,37.0,0.35,0.17,0.0,0.13,0.04,1914
3475,4,312.0,70.0,0.35,0.13,0.0,0.18,0.04,1915
3477,7,312.0,46.0,0.35,0.0,0.0,0.27,0.09,1916
3359,8,312.0,26.0,0.35,0.32,0.0,0.01,0.03,1917
1213,7,327.0,12.0,0.35,0.32,0.0,0.0,0.03,1918
212,17,298.0,40.0,0.35,0.28,0.0,0.0,0.07,1919
2908,4,305.0,51.0,0.35,0.3,0.0,0.01,0.03,1920
3333,1,312.0,35.0,0.34,0.14,0.0,0.15,0.06,1921
3487,12,263.0,32.0,0.34,0.25,0.0,0.09,0.01,1922
3495,8,327.0,26.0,0.34,0.28,0.03,0.01,0.03,1923
3497,25,329.0,19.0,0.34,0.22,0.0,0.1,0.03,1924
3498,1,305.0,16.0,0.34,0.28,0.02,0.0,0.03,1925
1475,7,274.0,51.0,0.34,0.26,0.0,0.04,0.03,1926
3501,4,341.0,26.0,0.34,0.23,0.0,0.09,0.03,1927
3502,9,290.0,38.0,0.34,0.19,0.0,0.13,0.02,1928
3508,1,312.0,52.0,0.34,0.14,0.15,0.03,0.02,1929
3512,8,305.0,31.0,0.34,0.22,0.08,0.02,0.02,1930
2535,3,312.0,60.0,0.34,0.04,0.25,0.03,0.01,1931
3519,3,327.0,51.0,0.34,0.11,0.12,0.09,0.03,1932
3521,4,305.0,63.0,0.34,0.27,0.02,0.02,0.03,1933
3526,7,312.0,10.0,0.34,0.14,0.16,0.02,0.02,1934
3530,7,329.0,65.0,0.34,0.08,0.17,0.05,0.04,1935
3533,23,247.0,12.0,0.34,0.26,0.0,0.07,0.01,1936
2303,4,327.0,20.0,0.34,0.28,0.0,0.03,0.03,1937
3023,4,329.0,31.0,0.34,0.18,0.0,0.14,0.03,1938
3545,3,312.0,35.0,0.34,0.07,0.0,0.03,0.25,1939
3550,1,341.0,34.0,0.34,0.11,0.0,0.17,0.06,1940
3556,12,247.0,55.0,0.34,0.24,0.0,0.09,0.01,1941
3564,3,254.0,12.0,0.33,0.16,0.0,0.13,0.04,1942
3568,23,327.0,51.0,0.33,0.25,0.0,0.07,0.01,1943
1868,4,298.0,27.0,0.33,0.2,0.03,0.08,0.03,1944
3573,7,327.0,30.0,0.33,0.27,0.02,0.01,0.03,1945
3576,23,254.0,30.0,0.33,0.26,0.0,0.07,0.01,1946
3579,25,359.0,46.0,0.33,0.07,0.2,0.05,0.01,1947
254,23,247.0,16.0,0.33,0.25,0.0,0.07,0.01,1948
3582,4,274.0,68.0,0.33,0.15,0.0,0.14,0.04,1949
3586,8,329.0,51.0,0.33,0.17,0.0,0.13,0.03,1950
3588,3,254.0,29.0,0.33,0.1,0.12,0.08,0.03,1951
3590,12,247.0,16.0,0.33,0.12,0.16,0.04,0.01,1952
3591,9,290.0,44.0,0.33,0.06,0.22,0.04,0.02,1953
3593,10,305.0,20.0,0.33,0.14,0.16,0.01,0.01,1954
3595,7,305.0,25.0,0.33,0.11,0.0,0.14,0.08,1955
3596,12,280.0,16.0,0.33,0.24,0.0,0.09,0.01,1956
3600,10,305.0,27.0,0.33,0.22,0.09,0.0,0.02,1957
1128,7,312.0,47.0,0.33,0.3,0.0,0.0,0.03,1958
605,23,247.0,6.0,0.33,0.25,0.0,0.07,0.01,1959
718,23,247.0,27.0,0.33,0.26,0.0,0.07,0.01,1960
3609,4,329.0,49.0,0.33,0.19,0.0,0.11,0.03,1961
2936,7,274.0,12.0,0.33,0.3,0.0,0.0,0.02,1962
3613,14,254.0,21.0,0.33,0.25,0.0,0.07,0.01,1963
3614,10,305.0,35.0,0.33,0.19,0.09,0.03,0.02,1964
3615,7,327.0,32.0,0.33,0.14,0.0,0.12,0.08,1965
1623,4,341.0,35.0,0.33,0.12,0.06,0.13,0.03,1966
3616,3,254.0,7.0,0.33,0.16,0.0,0.13,0.04,1967
3617,27,319.0,10.0,0.33,0.17,0.08,0.06,0.02,1968
3618,3,327.0,19.0,0.33,0.09,0.15,0.07,0.02,1969
62,6,329.0,29.0,0.33,0.11,0.0,0.17,0.05,1970
3621,6,274.0,12.0,0.33,0.32,0.0,0.01,0.0,1971
3622,7,327.0,61.0,0.33,0.13,0.0,0.15,0.05,1972
3625,7,305.0,9.0,0.33,0.21,0.1,0.0,0.02,1973
3631,7,327.0,22.0,0.33,0.26,0.03,0.0,0.03,1974
3632,4,341.0,42.0,0.33,0.27,0.0,0.04,0.02,1975
3637,12,254.0,25.0,0.33,0.24,0.0,0.09,0.01,1976
3638,3,280.0,1.0,0.33,0.12,0.08,0.1,0.03,1977
3639,12,238.0,35.0,0.33,0.17,0.09,0.06,0.01,1978
2845,14,327.0,36.0,0.33,0.24,0.0,0.07,0.01,1979
3649,4,312.0,37.0,0.33,0.14,0.02,0.14,0.03,1980
3650,4,274.0,68.0,0.33,0.19,0.0,0.11,0.03,1981
3653,4,305.0,30.0,0.33,0.29,0.0,0.01,0.03,1982
3654,25,321.0,29.0,0.33,0.19,0.0,0.11,0.03,1983
3656,1,305.0,16.0,0.32,0.2,0.05,0.04,0.03,1984
3659,8,305.0,61.0,0.32,0.21,0.08,0.01,0.02,1985
3660,7,329.0,29.0,0.32,0.14,0.11,0.04,0.04,1986
1383,20,363.0,5.0,0.32,0.0,0.32,0.0,0.0,1987
3661,9,332.0,31.0,0.32,0.18,0.0,0.12,0.02,1988
3672,3,238.0,9.0,0.32,0.08,0.15,0.06,0.02,1989
3042,8,312.0,33.0,0.32,0.25,0.0,0.05,0.03,1990
2816,4,305.0,19.0,0.32,0.19,0.08,0.04,0.02,1991
3673,25,326.0,47.0,0.32,0.14,0.07,0.09,0.02,1992
3674,9,300.0,6.0,0.32,0.18,0.0,0.12,0.02,1993
1463,4,305.0,44.0,0.32,0.28,0.02,0.0,0.03,1994
3688,12,263.0,55.0,0.32,0.23,0.0,0.08,0.01,1995
3691,14,263.0,19.0,0.32,0.22,0.0,0.08,0.01,1996
340,23,254.0,18.0,0.32,0.25,0.0,0.06,0.01,1997
3703,9,300.0,22.0,0.32,0.18,0.0,0.12,0.02,1998
3706,4,305.0,36.0,0.32,0.14,0.15,0.02,0.02,1999
1962,4,247.0,26.0,0.32,0.28,0.0,0.01,0.03,2000
3710,1,329.0,59.0,0.32,0.0,0.0,0.25,0.07,2001
3717,8,327.0,36.0,0.32,0.22,0.08,0.01,0.02,2002
3650,1,274.0,59.0,0.32,0.13,0.0,0.14,0.06,2003
1010,3,312.0,12.0,0.32,0.1,0.0,0.02,0.2,2004
2788,1,312.0,15.0,0.32,0.12,0.0,0.14,0.05,2005
2118,1,329.0,32.0,0.32,0.15,0.0,0.12,0.05,2006
3727,1,329.0,22.0,0.32,0.11,0.1,0.08,0.03,2007
3732,12,280.0,25.0,0.32,0.23,0.0,0.08,0.01,2008
2777,4,305.0,25.0,0.32,0.27,0.0,0.02,0.02,2009
3743,4,327.0,26.0,0.32,0.27,0.0,0.03,0.02,2010
3744,4,341.0,31.0,0.32,0.24,0.0,0.04,0.03,2011
2532,7,274.0,26.0,0.32,0.13,0.0,0.12,0.06,2012
3747,4,327.0,10.0,0.32,0.23,0.02,0.04,0.02,2013
1153,7,312.0,35.0,0.32,0.09,0.0,0.15,0.08,2014
3749,1,329.0,32.0,0.32,0.06,0.07,0.14,0.05,2015
3750,7,247.0,32.0,0.32,0.29,0.0,0.0,0.02,2016
3055,4,341.0,20.0,0.32,0.23,0.02,0.04,0.02,2017
619,6,329.0,14.0,0.32,0.13,0.0,0.15,0.04,2018
3753,7,341.0,49.0,0.32,0.12,0.0,0.13,0.08,2019
3755,4,305.0,48.0,0.32,0.28,0.0,0.01,0.02,2020
2104,2,326.0,44.0,0.32,0.12,0.0,0.14,0.05,2021
866,23,263.0,7.0,0.31,0.24,0.0,0.06,0.01,2022
3757,4,312.0,25.0,0.31,0.09,0.0,0.18,0.04,2023
1692,4,329.0,19.0,0.31,0.2,0.03,0.06,0.02,2024
3775,12,280.0,38.0,0.31,0.0,0.3,0.0,0.01,2025
3439,4,341.0,39.0,0.31,0.19,0.0,0.09,0.03,2026
3793,9,332.0,47.0,0.31,0.17,0.0,0.12,0.02,2027
3794,7,327.0,19.0,0.31,0.27,0.0,0.01,0.03,2028
3797,4,274.0,29.0,0.31,0.27,0.01,0.01,0.02,2029
1310,4,247.0,15.0,0.31,0.28,0.0,0.0,0.02,2030
3805,19,332.0,46.0,0.31,0.25,0.0,0.06,0.0,2031
1677,7,305.0,32.0,0.31,0.28,0.0,0.0,0.02,2032
1805,7,305.0,61.0,0.31,0.01,0.0,0.24,0.06,2033
2074,7,341.0,30.0,0.31,0.09,0.01,0.13,0.07,2034
2534,14,247.0,37.0,0.31,0.23,0.0,0.07,0.01,2035
3823,10,341.0,27.0,0.31,0.18,0.09,0.02,0.02,2036
3824,6,341.0,30.0,0.31,0.0,0.0,0.27,0.04,2037
3825,9,356.0,36.0,0.31,0.18,0.0,0.12,0.02,2038
3827,10,341.0,16.0,0.31,0.17,0.11,0.01,0.02,2039
1656,10,247.0,36.0,0.31,0.25,0.0,0.03,0.02,2040
3833,27,321.0,71.0,0.31,0.19,0.0,0.09,0.03,2041
3836,25,329.0,33.0,0.31,0.08,0.06,0.15,0.02,2042
1475,3,274.0,40.0,0.31,0.15,0.0,0.12,0.04,2043
3845,9,332.0,73.0,0.31,0.17,0.0,0.12,0.02,2044
3846,9,332.0,58.0,0.31,0.17,0.0,0.12,0.02,2045
3849,3,263.0,30.0,0.31,0.15,0.0,0.12,0.04,2046
3850,4,329.0,46.0,0.31,0.29,0.0,0.0,0.02,2047
3851,9,356.0,29.0,0.3,0.17,0.0,0.11,0.02,2048
3853,19,332.0,47.0,0.3,0.24,0.0,0.06,0.0,2049
3574,1,329.0,30.0,0.3,0.17,0.04,0.07,0.03,2050
3854,9,332.0,37.0,0.3,0.17,0.0,0.12,0.02,2051
3856,4,329.0,68.0,0.3,0.18,0.0,0.09,0.03,2052
3858,10,329.0,21.0,0.3,0.19,0.09,0.0,0.02,2053
3859,7,327.0,31.0,0.3,0.27,0.0,0.0,0.02,2054
3860,4,312.0,40.0,0.3,0.16,0.0,0.1,0.03,2055
3459,4,341.0,35.0,0.3,0.26,0.0,0.03,0.02,2056
42,6,321.0,29.0,0.3,0.0,0.0,0.28,0.02,2057
1314,10,247.0,51.0,0.3,0.25,0.0,0.03,0.02,2058
1680,4,274.0,40.0,0.3,0.15,0.06,0.06,0.02,2059
3871,10,305.0,52.0,0.3,0.28,0.0,0.0,0.02,2060
3875,1,347.0,55.0,0.3,0.0,0.3,0.0,0.0,2061
3885,25,329.0,10.0,0.3,0.14,0.07,0.07,0.02,2062
3886,3,254.0,40.0,0.3,0.15,0.0,0.12,0.04,2063
3888,8,312.0,27.0,0.3,0.16,0.08,0.04,0.02,2064
547,23,263.0,9.0,0.3,0.23,0.0,0.06,0.01,2065
3894,12,238.0,10.0,0.3,0.21,0.0,0.08,0.01,2066
3895,10,341.0,16.0,0.3,0.23,0.0,0.04,0.02,2067
3896,10,305.0,5.0,0.3,0.28,0.01,0.0,0.02,2068
3900,3,280.0,6.0,0.3,0.15,0.0,0.11,0.04,2069
3901,20,363.0,18.0,0.3,0.0,0.3,0.0,0.0,2070
1650,3,247.0,21.0,0.3,0.15,0.0,0.11,0.04,2071
3902,27,298.0,32.0,0.3,0.15,0.0,0.13,0.03,2072
3903,4,327.0,51.0,0.3,0.2,0.05,0.03,0.02,2073
3821,8,341.0,52.0,0.3,0.16,0.0,0.1,0.03,2074
3904,24,271.0,61.0,0.3,0.06,0.01,0.22,0.02,2075
2098,4,347.0,19.0,0.3,0.01,0.0,0.28,0.02,2076
3915,7,327.0,21.0,0.3,0.26,0.0,0.01,0.03,2077
3918,8,312.0,38.0,0.3,0.24,0.0,0.03,0.02,2078
3921,7,327.0,10.0,0.3,0.12,0.0,0.12,0.07,2079
3934,4,312.0,25.0,0.3,0.13,0.07,0.07,0.02,2080
3936,12,254.0,49.0,0.3,0.21,0.0,0.08,0.01,2081
1626,23,263.0,31.0,0.3,0.23,0.0,0.06,0.01,2082
3947,25,321.0,56.0,0.29,0.17,0.0,0.09,0.03,2083
3951,4,274.0,43.0,0.29,0.26,0.0,0.0,0.02,2084
123,27,347.0,21.0,0.29,0.17,0.0,0.1,0.03,2085
1877,4,247.0,44.0,0.29,0.27,0.0,0.0,0.02,2086
3960,25,271.0,5.0,0.29,0.13,0.05,0.08,0.02,2087
3961,3,263.0,35.0,0.29,0.14,0.0,0.11,0.04,2088
1909,4,341.0,52.0,0.29,0.13,0.04,0.1,0.02,2089
3966,3,305.0,39.0,0.29,0.14,0.0,0.11,0.04,2090
2113,23,238.0,19.0,0.29,0.22,0.0,0.06,0.01,2091
3967,3,341.0,7.0,0.29,0.07,0.15,0.05,0.02,2092
3969,24,359.0,9.0,0.29,0.17,0.01,0.09,0.03,2093
718,6,238.0,14.0,0.29,0.02,0.0,0.24,0.03,2094
3973,10,341.0,32.0,0.29,0.19,0.08,0.0,0.02,2095
3974,7,247.0,21.0,0.29,0.25,0.0,0.01,0.02,2096
3977,8,312.0,51.0,0.29,0.23,0.0,0.04,0.02,2097
3978,7,341.0,29.0,0.29,0.06,0.15,0.05,0.03,2098
3980,8,305.0,16.0,0.29,0.22,0.01,0.04,0.02,2099
3988,12,238.0,22.0,0.29,0.21,0.0,0.08,0.01,2100
2027,1,305.0,58.0,0.29,0.14,0.0,0.1,0.05,2101
3998,25,326.0,46.0,0.29,0.14,0.11,0.02,0.02,2102
4004,10,274.0,15.0,0.29,0.24,0.0,0.03,0.02,2103
4006,25,319.0,5.0,0.29,0.0,0.29,0.0,0.0,2104
1889,4,312.0,44.0,0.29,0.2,0.0,0.07,0.03,2105
4008,1,341.0,29.0,0.29,0.09,0.01,0.14,0.05,2106
4013,8,312.0,51.0,0.29,0.26,0.0,0.01,0.02,2107
4019,10,238.0,31.0,0.29,0.17,0.1,0.0,0.02,2108
4021,8,312.0,37.0,0.29,0.15,0.05,0.07,0.02,2109
4024,8,305.0,29.0,0.29,0.24,0.0,0.03,0.02,2110
1875,8,341.0,46.0,0.29,0.06,0.2,0.02,0.01,2111
4026,7,312.0,61.0,0.29,0.06,0.22,0.0,0.01,2112
3319,4,305.0,28.0,0.29,0.26,0.0,0.01,0.02,2113
2768,1,341.0,32.0,0.29,0.11,0.07,0.08,0.03,2114
4028,7,312.0,29.0,0.29,0.07,0.2,0.0,0.01,2115
4029,10,247.0,44.0,0.29,0.15,0.12,0.01,0.01,2116
1140,24,271.0,44.0,0.29,0.07,0.0,0.2,0.02,2117
4038,3,254.0,35.0,0.29,0.14,0.0,0.11,0.04,2118
1886,23,238.0,52.0,0.29,0.22,0.0,0.06,0.01,2119
4040,12,280.0,38.0,0.29,0.2,0.0,0.08,0.01,2120
4043,4,274.0,58.0,0.29,0.23,0.0,0.04,0.02,2121
4046,7,274.0,36.0,0.29,0.13,0.0,0.11,0.06,2122
4052,1,329.0,50.0,0.29,0.12,0.0,0.12,0.05,2123
3349,1,312.0,40.0,0.29,0.14,0.01,0.1,0.04,2124
4056,8,305.0,21.0,0.29,0.23,0.04,0.0,0.02,2125
4059,4,312.0,26.0,0.29,0.16,0.0,0.1,0.03,2126
4060,19,290.0,12.0,0.29,0.23,0.0,0.06,0.0,2127
4064,1,274.0,12.0,0.28,0.0,0.09,0.17,0.01,2128
4065,7,329.0,35.0,0.28,0.05,0.17,0.04,0.02,2129
4067,25,298.0,16.0,0.28,0.07,0.12,0.07,0.01,2130
4072,8,312.0,31.0,0.28,0.26,0.0,0.0,0.02,2131
4076,12,254.0,25.0,0.28,0.2,0.0,0.08,0.01,2132
3710,4,329.0,49.0,0.28,0.03,0.0,0.21,0.04,2133
878,4,327.0,22.0,0.28,0.24,0.0,0.01,0.02,2134
4092,25,359.0,5.0,0.28,0.11,0.13,0.03,0.01,2135
3860,8,312.0,55.0,0.28,0.13,0.0,0.12,0.03,2136
3860,1,312.0,40.0,0.28,0.14,0.0,0.09,0.04,2137
1062,1,341.0,30.0,0.28,0.02,0.02,0.14,0.1,2138
4095,1,329.0,29.0,0.28,0.13,0.0,0.11,0.05,2139
3405,4,312.0,40.0,0.28,0.13,0.0,0.12,0.03,2140
4097,10,312.0,36.0,0.28,0.15,0.0,0.11,0.03,2141
3435,4,329.0,44.0,0.28,0.13,0.0,0.12,0.03,2142
4104,9,290.0,26.0,0.28,0.15,0.0,0.11,0.02,2143
3895,8,341.0,16.0,0.28,0.2,0.0,0.05,0.02,2144
4107,12,263.0,51.0,0.28,0.2,0.0,0.07,0.01,2145
4113,1,329.0,10.0,0.28,0.11,0.08,0.07,0.03,2146
4114,1,305.0,48.0,0.28,0.1,0.14,0.03,0.02,2147
4116,2,271.0,32.0,0.28,0.11,0.0,0.12,0.05,2148
2433,23,263.0,57.0,0.28,0.21,0.0,0.06,0.01,2149
3749,4,329.0,29.0,0.28,0.1,0.01,0.14,0.03,2150
4123,1,341.0,46.0,0.28,0.1,0.02,0.12,0.05,2151
4127,7,305.0,5.0,0.28,0.26,0.0,0.0,0.02,2152
4136,3,305.0,35.0,0.28,0.0,0.0,0.23,0.05,2153
4140,7,305.0,5.0,0.28,0.23,0.0,0.02,0.03,2154
4141,24,271.0,18.0,0.28,0.17,0.0,0.08,0.03,2155
4142,2,271.0,36.0,0.28,0.08,0.18,0.0,0.02,2156
4144,10,327.0,22.0,0.28,0.24,0.0,0.01,0.02,2157
4145,7,327.0,58.0,0.28,0.25,0.0,0.01,0.02,2158
4146,12,247.0,31.0,0.28,0.2,0.0,0.08,0.01,2159
4149,6,254.0,6.0,0.28,0.01,0.0,0.24,0.02,2160
1130,7,341.0,60.0,0.28,0.02,0.0,0.17,0.09,2161
4150,9,290.0,38.0,0.28,0.06,0.15,0.04,0.02,2162
4153,12,305.0,23.0,0.28,0.0,0.28,0.0,0.01,2163
4155,3,305.0,16.0,0.28,0.14,0.0,0.11,0.04,2164
4157,25,326.0,27.0,0.28,0.11,0.14,0.01,0.01,2165
203,27,298.0,24.0,0.28,0.14,0.0,0.12,0.02,2166
4158,3,280.0,29.0,0.28,0.09,0.1,0.07,0.02,2167
4162,9,290.0,12.0,0.28,0.09,0.1,0.06,0.02,2168
4167,14,254.0,29.0,0.28,0.21,0.0,0.06,0.01,2169
4168,12,263.0,65.0,0.28,0.2,0.0,0.07,0.01,2170
4169,4,305.0,24.0,0.28,0.2,0.03,0.02,0.02,2171
778,14,247.0,32.0,0.28,0.21,0.0,0.06,0.01,2172
4173,10,327.0,5.0,0.28,0.16,0.1,0.0,0.02,2173
4176,8,312.0,38.0,0.28,0.11,0.0,0.14,0.03,2174
4177,12,254.0,7.0,0.28,0.2,0.0,0.07,0.0,2175
4180,4,341.0,10.0,0.28,0.15,0.05,0.06,0.02,2176
4181,3,263.0,25.0,0.28,0.05,0.17,0.04,0.01,2177
4183,6,329.0,30.0,0.28,0.0,0.0,0.23,0.05,2178
243,27,347.0,9.0,0.28,0.13,0.0,0.13,0.02,2179
4185,12,254.0,60.0,0.28,0.2,0.0,0.07,0.01,2180
4190,23,238.0,26.0,0.27,0.21,0.0,0.05,0.01,2181
4193,4,327.0,10.0,0.27,0.25,0.0,0.0,0.02,2182
4194,8,341.0,51.0,0.27,0.23,0.0,0.02,0.02,2183
4201,7,327.0,37.0,0.27,0.24,0.0,0.0,0.02,2184
4206,7,341.0,46.0,0.27,0.11,0.09,0.04,0.03,2185
1014,4,321.0,52.0,0.27,0.15,0.01,0.08,0.02,2186
890,5,321.0,31.0,0.27,0.13,0.0,0.13,0.02,2187
2615,25,347.0,29.0,0.27,0.16,0.0,0.09,0.02,2188
917,23,263.0,22.0,0.27,0.21,0.0,0.05,0.01,2189
4230,25,347.0,16.0,0.27,0.0,0.27,0.0,0.0,2190
4234,10,247.0,32.0,0.27,0.16,0.1,0.0,0.01,2191
1860,23,247.0,29.0,0.27,0.21,0.0,0.05,0.01,2192
4238,25,347.0,31.0,0.27,0.12,0.0,0.13,0.02,2193
2444,4,305.0,61.0,0.27,0.23,0.0,0.02,0.02,2194
4242,8,341.0,71.0,0.27,0.14,0.0,0.1,0.02,2195
3727,4,329.0,27.0,0.27,0.17,0.0,0.08,0.02,2196
3170,4,341.0,57.0,0.27,0.15,0.0,0.1,0.03,2197
4247,1,329.0,19.0,0.27,0.11,0.04,0.09,0.03,2198
4052,4,329.0,70.0,0.27,0.14,0.0,0.1,0.03,2199
992,4,341.0,14.0,0.27,0.24,0.0,0.0,0.02,2200
2521,4,341.0,10.0,0.27,0.12,0.0,0.11,0.02,2201
4268,4,274.0,16.0,0.27,0.15,0.0,0.1,0.02,2202
921,4,247.0,16.0,0.27,0.24,0.0,0.01,0.02,2203
4273,4,312.0,22.0,0.27,0.15,0.0,0.09,0.02,2204
402,23,254.0,9.0,0.27,0.21,0.0,0.05,0.01,2205
381,23,327.0,15.0,0.27,0.21,0.0,0.05,0.01,2206
4280,10,341.0,21.0,0.27,0.25,0.0,0.0,0.02,2207
